Code	Count
6073534	25.0
600084	0
6056780	445.0
6010621	408.0
601207	39.0
6064907	0.0
6064891	0.0
6083052	17.0
6084684	114.0
600615	348.0
6065133	286.0
6064778	678.0
6081997	794.0
6043643	132.0
6049072	4.0
601228	531.0
601225	140.166
6077433	37.0
6077419	18.0
6077426	32.0
6077556	132.0
6077563	67.0
6079093	0.0
6079192	354.0
6080044	232.0
6002596	40.0
600017	48.0
6025137	407.0
6068455	4.0
6077488	221.0
6077440	257.0
6046965	17.0
6043704	21.0
6061166	36.0
6008413	28.0
6062736	1242.0
6060831	576.0
6047986	37.0
6027896	22.0
6024321	60.0
6010645	98.0
6010638	85.0
6016609	260.0
6075187	5562.0
6003630	636.0
602088	90.0
6024437	0
6061548	2994.0
6010461	1986.0
6077525	144.0
6077532	248.0
6084486	341.0
6084592	56.0
6003593	1866.0
6006761	245.0
6007713	12.0
602469	341.0
6024413	1980.0
6063740	18.0
6063344	16.0
6075019	192.0
6080815	96.0
6079468	70.0
6049980	40.0
6080532	192.0
6080549	195.0
6062309	50.0
6073718	95.0
6083281	80.0
6068974	57.0
601223	1752.0
6038496	552.0
6054755	582.0
601178	534.0
6084653	0.0
601266	2297.0
601283	1116.0
601176	6.0
602086	296.0
602104	0.0
602128	205.0
6075095	192.0
6076504	44.0
6072735	20.0
6039547	46.0
6060961	0
6024758	25.0
6024246	44.0
6012808	41.0
6024222	34.0
6024239	43.0
6072759	26.0
6072742	10.0
6026448	41.0
6006969	14.0
6079086	27.0
6081690	0
6048532	262.0
6044268	101.0
6080068	174.0
6080051	348.0
6029821	97.0
6079277	6.0
6060572	88.0
6016593	33.0
6085254	64.0
6085346	6.0
6085285	17.0
6085261	7.0
6012991	579.0
6012960	507.0
6013134	462.0
6068462	32.0
6029686	338.0
6060312	4.0
6085339	54.0
6085292	30.0
6085322	30.0
6085315	26.0
6085308	30.0
6081416	5.0
6081423	2.0
6085452	16.0
6085438	53.0
6085391	196.0
6085377	15.0
6085384	10.0
6085490	16.0
6085506	13.0
6085513	36.0
600286	0
6085643	15.0
6085667	11.0
6085650	16.0
6085704	23.0
6085681	10.0
6085629	3.0
6085636	0.0
6085674	20.0
6082857	18.0
600967	16.0
6085735	70.0
6085698	36.0
6057183	35.0
6086251	42.0
6079482	44.0
6086237	29.0
6086244	42.0
6079666	39.0
6054403	57.0
6086015	0
6086008	6.0
6085995	25.0
6086299	43.0
6086282	12.0
6053321	3949.0
6049164	445.0
6079659	95.0
6087173	67.0
6076825	365.0
6076801	17.0
6076832	0
6076818	56.9
600060	257.0
6087333	80.0
6087326	76.0
6082420	16.0
6087456	3.0
6058371	528.0
6058425	333.0
6064723	0.0
6064730	0.0
6058388	0.0
6058449	12.0
6058432	12.0
6058395	0.0
6058401	12.0
6058418	0.0
601696	14.0
601885	17.0
6058463	48.0
601556	147.0
6087296	5.0
6087302	6.0
6087289	4.0
6087371	30.0
6087449	29.0
6087395	30.0
6087388	30.0
6087364	25.0
6087401	30.0
6087425	30.0
6087432	30.0
6087418	30.0
6087272	9.0
6065737	42.0
6065706	68.0
6065720	170.0
6065645	107.0
6087357	10.0
6001889	236.0
6059866	324.0
6087258	180.0
6087319	58.0
6060305	0.0
600314	137.0
600348	0
6031992	564.0
601216	588.0
6060893	576.0
6068714	576.0
6072124	588.0
6048907	9.0
6069018	3.0
6015367	276.0
602874	59.0
6000158	205.0
600065	13.0
6046637	10.0
6079109	48.0
6038540	2.0
6081621	336.0
6027971	156.0
6055448	34.0
601206	34.0
6055462	36.0
6077082	26.0
6013059	4.0
6079291	6.0
6079260	29.0
6064747	96.0
6051969	59.0
6051952	116.0
6022167	117.0
6079079	223.0
6079239	360.0
6010652	132.0
600295	58.0
602750	81.0
6073367	315.0
